arm,job,raw_root,runtime_sha256,source_archive,source_archive_sha256,source_head,source_tree,blue_head,blue_tree,model_revision,config_sha256,sample_root,seed,dtype,autocast,tf32_matmul,tf32_cudnn,attention,torch,transformers,gpu,parameter_elements,parameter_tensors,hparams,binding,tokenizer,evaluator_tokenizer,arm_display_label,lock_sha256,native_scalar_policy,layers,blue
MEMIT_ORIGINAL,39307,/data/janghj/ODE-edit/local/blue-lifelong-b100x100/attempt-cell0-checkpoint-r3/output/main-cell-0,6a1a193c7fc1a171de2a85a51a0261e9209d1bcae40aa004a8dad929fd721a5e,/data/janghj/ODE-edit/local/blue-lifelong-b100x100/attempt-cell0-checkpoint-r3/local-source.tar,cc834a23144f6ac23d2e3f23841405194485e4f4536c0911315676ff06ff4f48,1075540b45c29269e690ac63aae44758d8d63174,172b6b9b5c0de4e3aa9e94a05920edaa84a2b323,311b076a92e4ed0f14f5c8b4909732da781bc5f7,f3c933c31cba2fe979c5c34546a99a72e6beb763,8afb486c1db24fe5011ec46dfbe5b5dccdb575c2,d6fe2d318b5ce5d5ac7040d2dbc9196dfeae3a596ad4c3886e10990e56eddf7b,5b01356928ad2e2e46effad5a2c5621c87746b610992b7b92bf3ace16b6f5729,20260907,torch.float32,False,False,True,eager,2.9.1+cu128,4.44.2,NVIDIA RTX PRO 6000 Blackwell Server Edition,8030261248,291,"{""attn_module_tmp"": ""model.layers.{}.self_attn"", ""blue"": true, ""clamp_norm_factor"": 0.75, ""edit_layer"": -1, ""fact_token"": ""subject_last"", ""kl_factor"": 0.0625, ""layer_module_tmp"": ""model.layers.{}"", ""layer_selection"": ""all"", ""layers"": [4, 8], ""lm_head_module"": ""lm_head"", ""ln_f_module"": ""model.norm"", ""mlp_module_tmp"": ""model.layers.{}.mlp"", ""model_name"": ""Llama3-8B-Instruct"", ""mom2_adjustment"": true, ""mom2_dataset"": ""wikipedia"", ""mom2_dtype"": ""float32"", ""mom2_n_samples"": 100000, ""mom2_update_weight"": 15000, ""rewrite_module_tmp"": ""model.layers.{}.mlp.down_proj"", ""v_loss_layer"": 31, ""v_lr"": 0.1, ""v_num_grad_steps"": 25, ""v_weight_decay"": 0.5}","{""covariance_snapshots"": ""immutable NPZ + native float32 load; cached tensor identity recorded"", ""history_policy"": ""NONE; native static covariance computation cache"", ""stats_model_name"": ""Meta-Llama-3-8B-Instruct"", ""stats_root"": ""/data/janghj/EasyEdit/examples/data/stats""}","{""add_bos_token"": false, ""bos"": 128000, ""eos"": 128009, ""pad"": 128009, ""padding"": ""right""}","{""add_bos_token"": ""NOT_EXPOSED"", ""pad"": 128009, ""padding"": ""right""}",MEMIT_BLUE (L4+L8),,,,
AlphaEdit_ORIGINAL,39283_1,/data/janghj/ODE-edit/local/blue-lifelong-b100x100/attempt-checkpoint-r2/output/main-cell-1,850ed7ce290c8d6d26c82912b6a8b5d91a0ee3d86394a279aa2aca83db6a2d08,/data/janghj/ODE-edit/local/blue-lifelong-b100x100/attempt-checkpoint-r2/local-source.tar,6cb448801ae2136f627a7c5390e2d042b2dd8456eb01e183d064f1bd5eeed2af,1075540b45c29269e690ac63aae44758d8d63174,172b6b9b5c0de4e3aa9e94a05920edaa84a2b323,311b076a92e4ed0f14f5c8b4909732da781bc5f7,f3c933c31cba2fe979c5c34546a99a72e6beb763,8afb486c1db24fe5011ec46dfbe5b5dccdb575c2,588603990aa1234e62dd9c47f8449be60ba396358d9c0930c2ea3453606b24c4,5b01356928ad2e2e46effad5a2c5621c87746b610992b7b92bf3ace16b6f5729,20260907,torch.float32,False,False,True,eager,2.9.1+cu128,4.44.2,NVIDIA RTX PRO 6000 Blackwell Server Edition,8030261248,291,"{""L2"": 1, ""attn_module_tmp"": ""model.layers.{}.self_attn"", ""blue"": true, ""clamp_norm_factor"": 0.75, ""fact_token"": ""subject_last"", ""kl_factor"": 0.0625, ""layer_module_tmp"": ""model.layers.{}"", ""layer_selection"": ""all"", ""layers"": [4, 8], ""lm_head_module"": ""lm_head"", ""ln_f_module"": ""model.norm"", ""mlp_module_tmp"": ""model.layers.{}.mlp"", ""model_name"": ""Llama3-8B"", ""mom2_adjustment"": true, ""mom2_dataset"": ""wikipedia"", ""mom2_dtype"": ""float32"", ""mom2_n_samples"": 100000, ""mom2_update_weight"": 15000, ""nullspace_threshold"": 0.02, ""rewrite_module_tmp"": ""model.layers.{}.mlp.down_proj"", ""v_loss_layer"": 31, ""v_lr"": 0.1, ""v_num_grad_steps"": 25, ""v_weight_decay"": 0.5}","{""history_policy"": ""native final selected-layer key append once/batch"", ""projector_indices"": [0, 4], ""projector_physical_layers"": [4, 8], ""projector_sha256"": ""b92ed276aff8cbd2f21aa76d6f3ac11ba6534fa2ff3305be3d0592c9d272aabb""}","{""add_bos_token"": false, ""bos"": 128000, ""eos"": 128009, ""pad"": 128009, ""padding"": ""right""}","{""add_bos_token"": ""NOT_EXPOSED"", ""pad"": 128009, ""padding"": ""right""}",AlphaEdit_BLUE (L4+L8),,,,
MEMIT_L4_ONLY,39283_2,/data/janghj/ODE-edit/local/blue-lifelong-b100x100/attempt-checkpoint-r2/output/main-cell-2,92c8e1714f364261adf3f6c38bd888da1f31266e3b21690fdeddc6ff86c952f2,/data/janghj/ODE-edit/local/blue-lifelong-b100x100/attempt-checkpoint-r2/local-source.tar,6cb448801ae2136f627a7c5390e2d042b2dd8456eb01e183d064f1bd5eeed2af,1075540b45c29269e690ac63aae44758d8d63174,172b6b9b5c0de4e3aa9e94a05920edaa84a2b323,311b076a92e4ed0f14f5c8b4909732da781bc5f7,f3c933c31cba2fe979c5c34546a99a72e6beb763,8afb486c1db24fe5011ec46dfbe5b5dccdb575c2,15908e0ff7233e9895376d87eddc36dcd116749b1800a399aa9b65e2b1f07a7f,5b01356928ad2e2e46effad5a2c5621c87746b610992b7b92bf3ace16b6f5729,20260907,torch.float32,False,False,True,eager,2.9.1+cu128,4.44.2,NVIDIA RTX PRO 6000 Blackwell Server Edition,8030261248,291,"{""attn_module_tmp"": ""model.layers.{}.self_attn"", ""blue"": true, ""clamp_norm_factor"": 0.75, ""edit_layer"": -1, ""fact_token"": ""subject_last"", ""kl_factor"": 0.0625, ""layer_module_tmp"": ""model.layers.{}"", ""layer_selection"": ""all"", ""layers"": [4], ""lm_head_module"": ""lm_head"", ""ln_f_module"": ""model.norm"", ""mlp_module_tmp"": ""model.layers.{}.mlp"", ""model_name"": ""Llama3-8B-Instruct"", ""mom2_adjustment"": true, ""mom2_dataset"": ""wikipedia"", ""mom2_dtype"": ""float32"", ""mom2_n_samples"": 100000, ""mom2_update_weight"": 15000, ""rewrite_module_tmp"": ""model.layers.{}.mlp.down_proj"", ""v_loss_layer"": 31, ""v_lr"": 0.1, ""v_num_grad_steps"": 25, ""v_weight_decay"": 0.5}","{""covariance_snapshots"": ""immutable NPZ + native float32 load; cached tensor identity recorded"", ""history_policy"": ""NONE; native static covariance computation cache"", ""stats_model_name"": ""Meta-Llama-3-8B-Instruct"", ""stats_root"": ""/data/janghj/EasyEdit/examples/data/stats""}","{""add_bos_token"": false, ""bos"": 128000, ""eos"": 128009, ""pad"": 128009, ""padding"": ""right""}","{""add_bos_token"": ""NOT_EXPOSED"", ""pad"": 128009, ""padding"": ""right""}",MEMIT_BLUE_L4_ONLY,,,,
AlphaEdit_L4_ONLY,39283_3,/data/janghj/ODE-edit/local/blue-lifelong-b100x100/attempt-checkpoint-r2/output/main-cell-3,807ec8afd3aef1ad5ec20ad535f265527010711b4435629964c505fdc28e16d4,/data/janghj/ODE-edit/local/blue-lifelong-b100x100/attempt-checkpoint-r2/local-source.tar,6cb448801ae2136f627a7c5390e2d042b2dd8456eb01e183d064f1bd5eeed2af,1075540b45c29269e690ac63aae44758d8d63174,172b6b9b5c0de4e3aa9e94a05920edaa84a2b323,311b076a92e4ed0f14f5c8b4909732da781bc5f7,f3c933c31cba2fe979c5c34546a99a72e6beb763,8afb486c1db24fe5011ec46dfbe5b5dccdb575c2,2392ab8392476ed019985e4292a8c0aa2a3957f36a06a704eb7590e8e8c99c5d,5b01356928ad2e2e46effad5a2c5621c87746b610992b7b92bf3ace16b6f5729,20260907,torch.float32,False,False,True,eager,2.9.1+cu128,4.44.2,NVIDIA RTX PRO 6000 Blackwell Server Edition,8030261248,291,"{""L2"": 1, ""attn_module_tmp"": ""model.layers.{}.self_attn"", ""blue"": true, ""clamp_norm_factor"": 0.75, ""fact_token"": ""subject_last"", ""kl_factor"": 0.0625, ""layer_module_tmp"": ""model.layers.{}"", ""layer_selection"": ""all"", ""layers"": [4], ""lm_head_module"": ""lm_head"", ""ln_f_module"": ""model.norm"", ""mlp_module_tmp"": ""model.layers.{}.mlp"", ""model_name"": ""Llama3-8B"", ""mom2_adjustment"": true, ""mom2_dataset"": ""wikipedia"", ""mom2_dtype"": ""float32"", ""mom2_n_samples"": 100000, ""mom2_update_weight"": 15000, ""nullspace_threshold"": 0.02, ""rewrite_module_tmp"": ""model.layers.{}.mlp.down_proj"", ""v_loss_layer"": 31, ""v_lr"": 0.1, ""v_num_grad_steps"": 25, ""v_weight_decay"": 0.5}","{""history_policy"": ""native final selected-layer key append once/batch"", ""projector_indices"": [0], ""projector_physical_layers"": [4], ""projector_sha256"": ""8c50a474f01a28afbe52f3212e79da3dc4a22f5c753a53dedc3d31ed10c2ec68""}","{""add_bos_token"": false, ""bos"": 128000, ""eos"": 128009, ""pad"": 128009, ""padding"": ""right""}","{""add_bos_token"": ""NOT_EXPOSED"", ""pad"": 128009, ""padding"": ""right""}",AlphaEdit_BLUE_L4_ONLY,,,,
MEMIT_L8_ONLY,39283_4,/data/janghj/ODE-edit/local/blue-lifelong-b100x100/attempt-checkpoint-r2/output/main-cell-4,8e08629d2ba3f9e9a34a5bbad1caf7e8065031eac8164be0881901a0a626587e,/data/janghj/ODE-edit/local/blue-lifelong-b100x100/attempt-checkpoint-r2/local-source.tar,6cb448801ae2136f627a7c5390e2d042b2dd8456eb01e183d064f1bd5eeed2af,1075540b45c29269e690ac63aae44758d8d63174,172b6b9b5c0de4e3aa9e94a05920edaa84a2b323,311b076a92e4ed0f14f5c8b4909732da781bc5f7,f3c933c31cba2fe979c5c34546a99a72e6beb763,8afb486c1db24fe5011ec46dfbe5b5dccdb575c2,9007d4ffdb14376dab8ef4388e2b6bdaf35053cbc9f55725641fb10c33a0f1d1,5b01356928ad2e2e46effad5a2c5621c87746b610992b7b92bf3ace16b6f5729,20260907,torch.float32,False,False,True,eager,2.9.1+cu128,4.44.2,NVIDIA RTX PRO 6000 Blackwell Server Edition,8030261248,291,"{""attn_module_tmp"": ""model.layers.{}.self_attn"", ""blue"": true, ""clamp_norm_factor"": 0.75, ""edit_layer"": -1, ""fact_token"": ""subject_last"", ""kl_factor"": 0.0625, ""layer_module_tmp"": ""model.layers.{}"", ""layer_selection"": ""all"", ""layers"": [8], ""lm_head_module"": ""lm_head"", ""ln_f_module"": ""model.norm"", ""mlp_module_tmp"": ""model.layers.{}.mlp"", ""model_name"": ""Llama3-8B-Instruct"", ""mom2_adjustment"": true, ""mom2_dataset"": ""wikipedia"", ""mom2_dtype"": ""float32"", ""mom2_n_samples"": 100000, ""mom2_update_weight"": 15000, ""rewrite_module_tmp"": ""model.layers.{}.mlp.down_proj"", ""v_loss_layer"": 31, ""v_lr"": 0.1, ""v_num_grad_steps"": 25, ""v_weight_decay"": 0.5}","{""covariance_snapshots"": ""immutable NPZ + native float32 load; cached tensor identity recorded"", ""history_policy"": ""NONE; native static covariance computation cache"", ""stats_model_name"": ""Meta-Llama-3-8B-Instruct"", ""stats_root"": ""/data/janghj/EasyEdit/examples/data/stats""}","{""add_bos_token"": false, ""bos"": 128000, ""eos"": 128009, ""pad"": 128009, ""padding"": ""right""}","{""add_bos_token"": ""NOT_EXPOSED"", ""pad"": 128009, ""padding"": ""right""}",MEMIT_BLUE_L8_ONLY,,,,
AlphaEdit_L8_ONLY,39283_5,/data/janghj/ODE-edit/local/blue-lifelong-b100x100/attempt-checkpoint-r2/output/main-cell-5,dfe1781baf1a0656628e2425df3683ce20f7ea507d7e1f5da30ef99f75ff5ec6,/data/janghj/ODE-edit/local/blue-lifelong-b100x100/attempt-checkpoint-r2/local-source.tar,6cb448801ae2136f627a7c5390e2d042b2dd8456eb01e183d064f1bd5eeed2af,1075540b45c29269e690ac63aae44758d8d63174,172b6b9b5c0de4e3aa9e94a05920edaa84a2b323,311b076a92e4ed0f14f5c8b4909732da781bc5f7,f3c933c31cba2fe979c5c34546a99a72e6beb763,8afb486c1db24fe5011ec46dfbe5b5dccdb575c2,753a762b333edaf770585b6ebbeea7ca71f4bc881683ac7aa00950fe7a23f55d,5b01356928ad2e2e46effad5a2c5621c87746b610992b7b92bf3ace16b6f5729,20260907,torch.float32,False,False,True,eager,2.9.1+cu128,4.44.2,NVIDIA RTX PRO 6000 Blackwell Server Edition,8030261248,291,"{""L2"": 1, ""attn_module_tmp"": ""model.layers.{}.self_attn"", ""blue"": true, ""clamp_norm_factor"": 0.75, ""fact_token"": ""subject_last"", ""kl_factor"": 0.0625, ""layer_module_tmp"": ""model.layers.{}"", ""layer_selection"": ""all"", ""layers"": [8], ""lm_head_module"": ""lm_head"", ""ln_f_module"": ""model.norm"", ""mlp_module_tmp"": ""model.layers.{}.mlp"", ""model_name"": ""Llama3-8B"", ""mom2_adjustment"": true, ""mom2_dataset"": ""wikipedia"", ""mom2_dtype"": ""float32"", ""mom2_n_samples"": 100000, ""mom2_update_weight"": 15000, ""nullspace_threshold"": 0.02, ""rewrite_module_tmp"": ""model.layers.{}.mlp.down_proj"", ""v_loss_layer"": 31, ""v_lr"": 0.1, ""v_num_grad_steps"": 25, ""v_weight_decay"": 0.5}","{""history_policy"": ""native final selected-layer key append once/batch"", ""projector_indices"": [4], ""projector_physical_layers"": [8], ""projector_sha256"": ""d686063cec02f7fe0fa872d1fe72e0779f8d80b1a1c044e803ff64d15670f09b""}","{""add_bos_token"": false, ""bos"": 128000, ""eos"": 128009, ""pad"": 128009, ""padding"": ""right""}","{""add_bos_token"": ""NOT_EXPOSED"", ""pad"": 128009, ""padding"": ""right""}",AlphaEdit_BLUE_L8_ONLY,,,,
MEMIT_L5_ONLY,40441,/data/janghj/ODE-edit/local/blue-lifelong-b100x100-l567/attempt-v1/output/main-cell-0,e7d7647757f2b3cf2c86391bdc3937fbf4dc65ef8b175f701d231a6eb8e4b517,/data/janghj/ODE-edit/local/blue-lifelong-b100x100-l567/attempt-v1/local-source.tar,c12a3b5d8b1ea1dd50351cb8a0d4e49914b76beef449580c16e17e7dc42f76c3,1075540b45c29269e690ac63aae44758d8d63174,172b6b9b5c0de4e3aa9e94a05920edaa84a2b323,311b076a92e4ed0f14f5c8b4909732da781bc5f7,f3c933c31cba2fe979c5c34546a99a72e6beb763,8afb486c1db24fe5011ec46dfbe5b5dccdb575c2,b038d880ef6770ee4f5f4e53e7dcb4233a40fba0b5e16025185498b457de0ea6,5b01356928ad2e2e46effad5a2c5621c87746b610992b7b92bf3ace16b6f5729,20260907,torch.float32,False,False,True,eager,2.9.1+cu128,4.44.2,NVIDIA RTX PRO 6000 Blackwell Server Edition,,,"{""attn_module_tmp"": ""model.layers.{}.self_attn"", ""blue"": true, ""clamp_norm_factor"": 0.75, ""edit_layer"": -1, ""fact_token"": ""subject_last"", ""kl_factor"": 0.0625, ""layer_module_tmp"": ""model.layers.{}"", ""layer_selection"": ""all"", ""layers"": [5], ""lm_head_module"": ""lm_head"", ""ln_f_module"": ""model.norm"", ""mlp_module_tmp"": ""model.layers.{}.mlp"", ""model_name"": ""Llama3-8B-Instruct"", ""mom2_adjustment"": true, ""mom2_dataset"": ""wikipedia"", ""mom2_dtype"": ""float32"", ""mom2_n_samples"": 100000, ""mom2_update_weight"": 15000, ""rewrite_module_tmp"": ""model.layers.{}.mlp.down_proj"", ""v_loss_layer"": 31, ""v_lr"": 0.1, ""v_num_grad_steps"": 25, ""v_weight_decay"": 0.5}","{""covariance_snapshots"": ""immutable NPZ + native float32 load; cached tensor identity recorded"", ""history_policy"": ""NONE; native static covariance computation cache"", ""stats_model_name"": ""Meta-Llama-3-8B-Instruct"", ""stats_root"": ""/data/janghj/EasyEdit/examples/data/stats""}","{""add_bos_token"": false, ""bos"": 128000, ""eos"": 128009, ""pad"": 128009, ""padding"": ""right""}","{""add_bos_token"": ""NOT_EXPOSED"", ""pad"": 128009, ""padding"": ""right""}",,d5f4505467ead6a8a712740de5f5bdd14cc7b9586888e05311b2af1c8e6b5086,MEMIT solve FP64; AlphaEdit native FP32; unchanged,[5],True
AlphaEdit_L5_ONLY,40442,/data/janghj/ODE-edit/local/blue-lifelong-b100x100-l567/attempt-v1/output/main-cell-1,b45fe20089b8e9946e7d757f520043da18a66e6bf0720d16e724d1da62331714,/data/janghj/ODE-edit/local/blue-lifelong-b100x100-l567/attempt-v1/local-source.tar,c12a3b5d8b1ea1dd50351cb8a0d4e49914b76beef449580c16e17e7dc42f76c3,1075540b45c29269e690ac63aae44758d8d63174,172b6b9b5c0de4e3aa9e94a05920edaa84a2b323,311b076a92e4ed0f14f5c8b4909732da781bc5f7,f3c933c31cba2fe979c5c34546a99a72e6beb763,8afb486c1db24fe5011ec46dfbe5b5dccdb575c2,217d45bf068ed8956a99d0310dfa0cc26c9dff9507900509cd5bc102f3e9939d,5b01356928ad2e2e46effad5a2c5621c87746b610992b7b92bf3ace16b6f5729,20260907,torch.float32,False,False,True,eager,2.9.1+cu128,4.44.2,NVIDIA RTX PRO 6000 Blackwell Server Edition,,,"{""L2"": 1, ""attn_module_tmp"": ""model.layers.{}.self_attn"", ""blue"": true, ""clamp_norm_factor"": 0.75, ""fact_token"": ""subject_last"", ""kl_factor"": 0.0625, ""layer_module_tmp"": ""model.layers.{}"", ""layer_selection"": ""all"", ""layers"": [5], ""lm_head_module"": ""lm_head"", ""ln_f_module"": ""model.norm"", ""mlp_module_tmp"": ""model.layers.{}.mlp"", ""model_name"": ""Llama3-8B"", ""mom2_adjustment"": true, ""mom2_dataset"": ""wikipedia"", ""mom2_dtype"": ""float32"", ""mom2_n_samples"": 100000, ""mom2_update_weight"": 15000, ""nullspace_threshold"": 0.02, ""rewrite_module_tmp"": ""model.layers.{}.mlp.down_proj"", ""v_loss_layer"": 31, ""v_lr"": 0.1, ""v_num_grad_steps"": 25, ""v_weight_decay"": 0.5}","{""history_policy"": ""native final selected-layer key append once/batch"", ""projector_indices"": [1], ""projector_physical_layers"": [5], ""projector_sha256"": ""d62351acdd984a5e80ac6473183ea37a8e768b5a38b495fdad7de5277b5e86d6""}","{""add_bos_token"": false, ""bos"": 128000, ""eos"": 128009, ""pad"": 128009, ""padding"": ""right""}","{""add_bos_token"": ""NOT_EXPOSED"", ""pad"": 128009, ""padding"": ""right""}",,d5f4505467ead6a8a712740de5f5bdd14cc7b9586888e05311b2af1c8e6b5086,MEMIT solve FP64; AlphaEdit native FP32; unchanged,[5],True
MEMIT_L6_ONLY,40443,/data/janghj/ODE-edit/local/blue-lifelong-b100x100-l567/attempt-v1/output/main-cell-2,ea012220bc59cce3b28ecfef55ba3c447e9043a760ba6e8c17388dc666b5bf11,/data/janghj/ODE-edit/local/blue-lifelong-b100x100-l567/attempt-v1/local-source.tar,c12a3b5d8b1ea1dd50351cb8a0d4e49914b76beef449580c16e17e7dc42f76c3,1075540b45c29269e690ac63aae44758d8d63174,172b6b9b5c0de4e3aa9e94a05920edaa84a2b323,311b076a92e4ed0f14f5c8b4909732da781bc5f7,f3c933c31cba2fe979c5c34546a99a72e6beb763,8afb486c1db24fe5011ec46dfbe5b5dccdb575c2,7c5b5a21cde1a31dac3764c6a1f3d7139978099c2a35d9ff3f510c9da8dd2456,5b01356928ad2e2e46effad5a2c5621c87746b610992b7b92bf3ace16b6f5729,20260907,torch.float32,False,False,True,eager,2.9.1+cu128,4.44.2,NVIDIA RTX PRO 6000 Blackwell Server Edition,,,"{""attn_module_tmp"": ""model.layers.{}.self_attn"", ""blue"": true, ""clamp_norm_factor"": 0.75, ""edit_layer"": -1, ""fact_token"": ""subject_last"", ""kl_factor"": 0.0625, ""layer_module_tmp"": ""model.layers.{}"", ""layer_selection"": ""all"", ""layers"": [6], ""lm_head_module"": ""lm_head"", ""ln_f_module"": ""model.norm"", ""mlp_module_tmp"": ""model.layers.{}.mlp"", ""model_name"": ""Llama3-8B-Instruct"", ""mom2_adjustment"": true, ""mom2_dataset"": ""wikipedia"", ""mom2_dtype"": ""float32"", ""mom2_n_samples"": 100000, ""mom2_update_weight"": 15000, ""rewrite_module_tmp"": ""model.layers.{}.mlp.down_proj"", ""v_loss_layer"": 31, ""v_lr"": 0.1, ""v_num_grad_steps"": 25, ""v_weight_decay"": 0.5}","{""covariance_snapshots"": ""immutable NPZ + native float32 load; cached tensor identity recorded"", ""history_policy"": ""NONE; native static covariance computation cache"", ""stats_model_name"": ""Meta-Llama-3-8B-Instruct"", ""stats_root"": ""/data/janghj/EasyEdit/examples/data/stats""}","{""add_bos_token"": false, ""bos"": 128000, ""eos"": 128009, ""pad"": 128009, ""padding"": ""right""}","{""add_bos_token"": ""NOT_EXPOSED"", ""pad"": 128009, ""padding"": ""right""}",,d5f4505467ead6a8a712740de5f5bdd14cc7b9586888e05311b2af1c8e6b5086,MEMIT solve FP64; AlphaEdit native FP32; unchanged,[6],True
AlphaEdit_L6_ONLY,40444,/data/janghj/ODE-edit/local/blue-lifelong-b100x100-l567/attempt-v1/output/main-cell-3,9c54f1ba3e45a8bfcf538b892d5ef3cfb423c50e9f1369c5fbb7dcb469c96232,/data/janghj/ODE-edit/local/blue-lifelong-b100x100-l567/attempt-v1/local-source.tar,c12a3b5d8b1ea1dd50351cb8a0d4e49914b76beef449580c16e17e7dc42f76c3,1075540b45c29269e690ac63aae44758d8d63174,172b6b9b5c0de4e3aa9e94a05920edaa84a2b323,311b076a92e4ed0f14f5c8b4909732da781bc5f7,f3c933c31cba2fe979c5c34546a99a72e6beb763,8afb486c1db24fe5011ec46dfbe5b5dccdb575c2,e30485e28cbbf69e79de3d3c8596b5d88d683cedb0871dd77fdd70e6081bbcf9,5b01356928ad2e2e46effad5a2c5621c87746b610992b7b92bf3ace16b6f5729,20260907,torch.float32,False,False,True,eager,2.9.1+cu128,4.44.2,NVIDIA RTX PRO 6000 Blackwell Server Edition,,,"{""L2"": 1, ""attn_module_tmp"": ""model.layers.{}.self_attn"", ""blue"": true, ""clamp_norm_factor"": 0.75, ""fact_token"": ""subject_last"", ""kl_factor"": 0.0625, ""layer_module_tmp"": ""model.layers.{}"", ""layer_selection"": ""all"", ""layers"": [6], ""lm_head_module"": ""lm_head"", ""ln_f_module"": ""model.norm"", ""mlp_module_tmp"": ""model.layers.{}.mlp"", ""model_name"": ""Llama3-8B"", ""mom2_adjustment"": true, ""mom2_dataset"": ""wikipedia"", ""mom2_dtype"": ""float32"", ""mom2_n_samples"": 100000, ""mom2_update_weight"": 15000, ""nullspace_threshold"": 0.02, ""rewrite_module_tmp"": ""model.layers.{}.mlp.down_proj"", ""v_loss_layer"": 31, ""v_lr"": 0.1, ""v_num_grad_steps"": 25, ""v_weight_decay"": 0.5}","{""history_policy"": ""native final selected-layer key append once/batch"", ""projector_indices"": [2], ""projector_physical_layers"": [6], ""projector_sha256"": ""8313de876334a4af200707fac9bd3b6e7d279b8aea1ce30d5c1f18e1cbcca6aa""}","{""add_bos_token"": false, ""bos"": 128000, ""eos"": 128009, ""pad"": 128009, ""padding"": ""right""}","{""add_bos_token"": ""NOT_EXPOSED"", ""pad"": 128009, ""padding"": ""right""}",,d5f4505467ead6a8a712740de5f5bdd14cc7b9586888e05311b2af1c8e6b5086,MEMIT solve FP64; AlphaEdit native FP32; unchanged,[6],True
